company_id,type,rule_id,text,confidence_pct
BEL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
BEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
BEL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
BEL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
BEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
BHARTIARTL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
BHARTIARTL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
BHARTIARTL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
BHARTIARTL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
BHARTIARTL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
BOSCHLTD,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
BOSCHLTD,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
BOSCHLTD,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
BOSCHLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
BOSCHLTD,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
BOSCHLTD,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
BPCL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
BPCL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
BPCL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
BPCL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
BPCL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
BRITANNIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
BRITANNIA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
BRITANNIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
BRITANNIA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
CANBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
CANBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
CANBK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
CANBK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
CANBK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
CHOLAFIN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
CHOLAFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
CHOLAFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
CHOLAFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
CHOLAFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
CHOLAFIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
CHOLAFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
CHOLAFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90
CIPLA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
CIPLA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
CIPLA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
CIPLA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
CIPLA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
CIPLA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
CIPLA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
COALINDIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
COALINDIA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
COALINDIA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
COALINDIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
COALINDIA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
COALINDIA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
COALINDIA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
DABUR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
DABUR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
DABUR,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
DABUR,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
DABUR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
DIVISLAB,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
DIVISLAB,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
DIVISLAB,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
DLF,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
DLF,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
DLF,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
DLF,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
DMART,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
DMART,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
DMART,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
DMART,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
DMART,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
DMART,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
DMART,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
DRREDDY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
DRREDDY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
DRREDDY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
DRREDDY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
DRREDDY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
DRREDDY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
DRREDDY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
EICHERMOT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
EICHERMOT,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
EICHERMOT,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
EICHERMOT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
EICHERMOT,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
EICHERMOT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
GAIL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
GAIL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
GODREJCP,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
GODREJCP,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
GRASIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
GRASIM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
GRASIM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
HAL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
HAL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
HAL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HAL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
HAL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
HAL,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
HAL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
HAL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
HAVELLS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
HAVELLS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
HAVELLS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
HAVELLS,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
HCLTECH,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
HCLTECH,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
HCLTECH,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
HCLTECH,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
HDFCBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
HDFCBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HDFCBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
HDFCBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
HDFCBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
HDFCBANK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
HDFCBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,95
HDFCBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,90
HDFCLIFE,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
HDFCLIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
HDFCLIFE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HDFCLIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
HDFCLIFE,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
HEROMOTOCO,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
HEROMOTOCO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
HEROMOTOCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HEROMOTOCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
HINDALCO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
HINDALCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HINDALCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
HINDALCO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
HINDUNILVR,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
HINDUNILVR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
HINDUNILVR,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HINDUNILVR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
HINDUNILVR,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
HINDUNILVR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
ICICIBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
ICICIBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
ICICIBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
ICICIBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
ICICIBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
ICICIGI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
ICICIGI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
ICICIGI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
ICICIPRULI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
ICICIPRULI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
ICICIPRULI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
INDIGO,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
INDIGO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
INDIGO,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
INDIGO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
INDIGO,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
INDIGO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
INDUSINDBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
INDUSINDBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
INDUSINDBK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
INDUSINDBK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
INDUSINDBK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
INFY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
INFY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
INFY,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
INFY,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
IOC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
IOC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
IOC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
IOC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
IOC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
IRCTC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
IRCTC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
IRCTC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
IRCTC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
IRCTC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
IRCTC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
IRCTC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
IRFC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
IRFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
IRFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
IRFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
ITC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
ITC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
JINDALSTEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
JIOFIN,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
JIOFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,90
JSWENERGY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
JSWENERGY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
JSWENERGY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
JSWENERGY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
JSWSTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
JSWSTEEL,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
KOTAKBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
KOTAKBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
KOTAKBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
KOTAKBANK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
KOTAKBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,95
KOTAKBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,90
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
LICI,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
LICI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
LICI,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
LODHA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
